title,bundle,fanRating,fanRatingCount,Final Album,directory,Shares Elements With,Suggested directory,Suggested title,King Tom,Final song title,Type,album,length,composer,BPM,version,uuid,original_filename
I'm Loving The Way You Hold My Hand,The White Years,3.38,8,,,,,,,,,The White Years,44,,72,,4defa793e01248358f4f8d92bc04939c,I'm Loving The Way You Hold My Hand
Be My Steady @ 118,The Green Years,3.38,4,None,\The Black Room\Ideas--Used,,,,2.5,,Song Snippet,Ideas--Used,40,Rivers Cuomo,118,,45f64ab0116c4f2fadff47ce2b378cf6,Be My Steady @ 118
Hey Angel 008,The Green Years,3.38,4,None,\The Black Room\C.O.R_,,,Hey Angel,2.5,Hey Angel,Instrumental,C.O.R_,70,Rivers Cuomo,100,,965a2ccbdbfa4e46bd8c9395028f12bb,008 Hey Angel
Hospital Error - 2,The Green Years,3.38,4,None,\The Black Room\C.O.R_,,,Hospital Error - 2,2.5,Hospital Error 2,Sketch,C.O.R_,74,Rivers Cuomo,65,,d6305e6519b44937992320a389cbcee6,053 Hospital Error 2
Mo Beats - Melodies Instead Of Rap,The Green Years,3.38,4,None,\The Maladroit Years\C.O.R_,,,Mo Beats - melodies instead of rap,2.5,Mo Beats,Full Song,C.O.R_,249,Rivers Cuomo,93,,ebb918e8380142e9b3628dfbbbd3f295,372b mo beats with melodies instead
The Gift Of Gab - v7,EWBAITE,3.38,4,None,\Demos--Previous Versions,,,The Gift Of Gab - v7,2.5,The Gift Of Gab,Full Song,Demos--Previous Versions,185,,113,7,e0708ea31e8f41f2b17bf7ade9dc744a,The Gift Of Gab 7
01 Sing a Melody,The Green Years,3.38,4,None,\The Black Room\1998-06 Rivers's Sketch Tape,,,01 Sing a Melody,1.5,,Voice Memo with Piano,1998-06 Rivers's Sketch Tape,26,,74,,cdcb6ceeebc64669a2c170bba092e6fb,01 sing a melody
49 There Ain't Nothin' to Bitch About,The Green Years,3.38,4,None,\The Black Room\1998-05 Riverss Sketch Tape,,,49 There Ain't Nothin' to Bitch About,1.5,,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,58,,81,,4e58841552ff4faeb99d02daf1fae97e,49 there ain't nothin' to bitch abou
Is There Anything Left for Me,The Green Years,3.38,4,None,\The Black Room\1998-08 SKECH TAYP (A),,,Is There Anything Left for Me,1.5,Is There Anything Left for Me,Voice Memo With Guitar,1998-08 SKECH TAYP (A),66,Rivers Cuomo,118,,259420a4126248e2b4033c3efd8cbac3,28 is there anything left for me
Untitled5,The Pacific Daydream Black Years,3.38,4,,\2 stars and below,,,,1.5,,Sketch,Work,93,Rivers Cuomo,65,,0302fb26a8504138b49fd5707f7b20d7,Untitled5 9
VI iv VII v i aku pluck,EWBAITE,3.38,4,None,\2 stars and below,,,,1.5,,Sketch,voice notes,20,Rivers Cuomo,84,,ac881f5704bc49fb9eeb3f5586de6950,VI iv VII v i aku pluck
whistle circle o' 5ths,EWBAITE,3.38,4,None,\2 stars and below,,,,1.5,,Sketch,chorus,31,,86,,1b1d9de9f0e44275a47a48ee2de19f96,whistle circle o' 5ths
It's Not the Same As It Was 12 second verse @118 -1,The Pacific Daydream Black Years,3.38,4,,\The Black Album,,,,4.5,Two Broken Hearts,Full Song,Demos--Previous Versions,191,,118,12,0587d71854c34678ad939ec458fdf98c,It's Not the Same As It Was 12 second verse @118 -1
Why Are We? - Monterey Jack,The Blue-Pinkerton Years,3.37,30,None,\1992-1993 Monterey Jack,,,Why Are We? - Monterey Jack,4,Why Are We?,Full Song,1992-1993 Monterey Jack,164,Rivers Cuomo,118,,a821deeb45f949c3a9455017bfa095d4,11 Why Are We
Work 10-1-2012 11h14m15s,EWBAITE,3.36,14,,\Work,,,,,,,Work,1,Rivers Cuomo,89,,102225844d064423b746849b465fea5b,Work 10-1-2012 11h14m15s
Friday Feeling 7 summer is here @102,The Pacific Daydream Black Years,3.36,11,,,Medicine for Melancholy,,,3,Medicine for Melancholy,Partial Song,The Pacific Daydream Years,51,,102,7,5bbf9ab9ff9a4f1494380df735567a4f,Friday Feeling 7 summer is here @102
stop comparing me to him 2 @113,The White Years,3.36,11,,,,,,2,,Sketch,The White Years,34,Rivers Cuomo,113,2,995e466d42474367af8044bb45c90798,stop comparing me to him 2 @113
cyclone solo 20170412_1224,The Pacific Daydream Black Years,3.36,11,,\Work,,,,,,,Work,20,,62,,b5e1e05a4cfc43508ccc6bf5857989ad,cyclone solo 20170412_1224
Beethoven Sonata No. 31 in A-flat Major 2022-10-27,Piano,3.36,11,,,,,,,,,Piano,7594,,72,,5bfbdfd3c1404fe7867903f1d7e1cb6d,Beethoven Sonata No. 31 in A-flat Major 2022-10-27
14 Sweet Jane Song,The Green Years,3.36,7,None,\The Black Room\1998-06 Rivers's Sketch Tape,,,14 Sweet Jane Song,2.5,,Voice Memo With Guitar,1998-06 Rivers's Sketch Tape,165,,113,,9ee818b2794240e480d036b7a391d479,14 sweet jane song
Do What Is Best For You 3,The White Years,3.36,7,None,,,,,2.5,Do What is Best for You,Full Song,The White Years,221,,118,3,42337ee246934149b29722725905fbba,Do What Is Best For You 3
Attention Deficit Disorder 2,EWBAITE,3.35,10,None,\Unknown Album,,,,2.5,Attention Deficit Disorder,Full Song,Unknown Album,175,Rivers Cuomo,62,2,2a6a816eecd94746a94ffd2d3568caf5,Attention Deficit Disorder 2
"Beethoven Sonata No. 25 in G Major and Sonata No. 26 in E-flat Major, 1. Das Lebewohl 2022-08-15",Piano,3.34,309,,,,,,,,,Piano,2732,,65,,25e7d7cd62d549cb889cb495bc746e50,"Beethoven Sonata No. 25 in G Major and Sonata No. 26 in E-flat Major, 1. Das Lebewohl 2022-08-15"
All About You 1 Looks Like it's Gonna Rain @118,The Pacific Daydream Black Years,3.34,22,,,,,,2.5,,Partial Song,The Pacific Daydream Years,99,,118,1,71f1763d4eb8434f8485c8f7c2d49a30,All About You 1 Looks Like it's Gonna Rain @118
Untitled11_2016_3_8_10_0_23,The Pacific Daydream Black Years,3.33,12,,\Work,,,,,,,Work,43,Rivers Cuomo,118,,822fd6f57ad3433abe9610b69a7fff15,Untitled11_2016_3_8_10_0_23
special,The Pacific Daydream Black Years,3.33,9,,\Work,,,,,,,Work,46,Rivers Cuomo,100,,9cb06a65db5d40a781181028cdd980fb,special
1 2 6 aku techno,EWBAITE,3.33,9,None,\2 stars and below,,,,1,,"Beat, Chord Progression",ideas,32,Rivers Cuomo,74,,d62f3aa57646499a8d7e3727be41d30b,1 2 6 aku techno
"Beethoven Sonata No. 29 in B-flat Major _Hammerklavier_, 1. Allegro 2022-10-21",Piano,3.33,9,,,,,,,,,Piano,5032,,68,,3240d7390fc9401da1683bddaddb4068,"Beethoven Sonata No. 29 in B-flat Major _Hammerklavier_, 1. Allegro 2022-10-21"
I Can't Find The Words 6 verse vo,The White Years,3.33,6,None,,,,I Can't Find The Words - v6 verse vo,2,I Can't Find The Words,Sketch,The White Years,121,Rivers Cuomo,118,6,d354bf90eca34293bf6dfae02ed5717a,I Can't Find The Words 6 verse vo
Supergirl - v2,EWBAITE,3.33,6,None,\2 stars and below,,,Supergirl - v2,2,Gravity Will Bring You Down,Full Song,Demos--Previous Versions,199,,100,2,ec4e0a8a87f04e4c998b626bb450bb31,Supergirl 2
Empty Inside - v4,EWBAITE,3.33,3,None,\Demos--Previous Versions,,,Empty Inside - v4,3,Empty Inside,Full Song,Demos--Previous Versions,232,,65,,78b2497f99bb4a72a9e715a17b4e69df,Empty Inside 4
Freaky Flag - v4,EWBAITE,3.33,3,None,\Demos--Previous Versions,,,Freaky Flag - v4,3,Freak Flag,Full Song,Demos--Previous Versions,231,,68,4,7fbaffc765f849ccaa904496aa4bd710,Freaky Flag 4
where did your heart go 2,Weezma,3.33,3,None,\Demos--Previous Versions,,,Where Did Your Heart Go - v2,3,Lost And Found,Full Song,Demos--Previous Versions,174,,96,2,7300065c0f0b49dc82e34a1bc5258fd3,where did your heart go 2
400,The Green Years,3.33,3,,\The Maladroit Years\2 stars and below,,,,,,,C.O.R_,49,Rivers Cuomo,104,,248d6ac792ff491c989f875590056f4c,400
33 I Really Wanna Take You Home,The Green Years,3.33,3,None,\The Black Room\1998-06 Rivers's Sketch Tape,,,33 I Really Wanna Take You Home,2,I Really Want To Take You Home,Voice Memo With Guitar,1998-06 Rivers's Sketch Tape,103,,76,,f414427979424f009eabbafd2f9510e4,33 i really wanna take you home
Acoustic Blues Riff,The Green Years,3.33,3,None,\The Maladroit Years\2 stars and below,Simple Fisherman,,370 Acoustic Blues Riff,2,Time Is Running Out,Voice Memo with Guitar,C.O.R_,63,Rivers Cuomo,72,,11a28cb400ee465b9939320ce61d6d41,370 acoustic blues riff
Any Way The Wind - 2,The Green Years,3.33,3,None,\The Black Room\C.O.R_,,,Any Way The Wind - 2,2,Any Way The Wind,Full Song,C.O.R_,126,Rivers Cuomo,93,,411f4e03060e4daf994147794d949f8e,110 Any Way the Wind 2
Bill Withers Jamb,The Green Years,3.33,3,None,\The Maladroit Years\C.O.R_,,,Bill Withers Jamb,2,Bill Withers Jamb,Voice Memo with Guitar,C.O.R_,149,Rivers Cuomo,108,,f198e508dde14339a8697d9e7e5fcbe0,417 bill withers jamb
Change The World,The Green Years,3.33,3,None,\The Maladroit Years\2 stars and below,,,Change The World,2,Change The World,Voice Memo With Guitar,C.O.R_,162,Rivers Cuomo,62,,5d0b4225ddc64625b34d959bf63d8995,316 Change The World
Fool's Gold,The Green Years,3.33,3,None,\The Maladroit Years\2 stars and below,,,Fool's Gold,2,Fool's Gold,Voice Memo with Guitar,C.O.R_,186,Rivers Cuomo,68,,bdc9295739d8453c97a4203baf5ece19,377 Fool's Gold
Hold My Mind 024,The Green Years,3.33,3,None,\The Black Room\C.O.R_,,,Hold My Mind,2,Hold My Mind,Full Song,C.O.R_,54,Rivers Cuomo,118,,8bd866ad597b441c8908da71a63a312d,024 Hold My Mind
It's Only Rock And Roll - v1,The Green Years,3.33,3,None,\The Maladroit Years\2 stars and below,,,It's Only Rock And Roll - v1,2,Serendipity,Voice Memo with Guitar,C.O.R_,128,Rivers Cuomo,68,,e1c4cb119dda49c2b0b79ffc1a8c60a5,325 It's Only Rock and Roll
It's Only Rock And Roll - v2,The Green Years,3.33,3,None,\The Maladroit Years\2 stars and below,,,It's Only Rock And Roll - v2,2,Serendipity,Voice Memo with Guitar,C.O.R_,102,Rivers Cuomo,62,,1992da87bb7c42cea92a21298d5eca78,325.2 It's Only Rock n Roll
Lethe,The Green Years,3.33,3,None,\The Maladroit Years\2 stars and below,,,Lethe,2,367,Voice Memo with Guitar,C.O.R_,43,Rivers Cuomo,113,,13e9516205be467f993cd5bdf4bf318b,367 Lethe
Love Canopy - v1,The Green Years,3.33,3,None,\The Maladroit Years\C.O.R_,Broken Arrows,,Love Canopy - v1,2,Broken Arrows,Voice Memo With Guitar,C.O.R_,131,,65,,34f912ea1d254bd2b700b7b2acbda27c,297.1 Love Canopy
Our Heaven's Son - 2,The Green Years,3.33,3,None,\The Black Room\C.O.R_,,,Our Heaven's Son - 2,2,Our Heaven's Son,Sketch,C.O.R_,83,Rivers Cuomo,65,,cb23c7b9726f47139ea74971c04aa7c4,118 Our Heaven's Son 2
Phlegm Man,The Green Years,3.33,3,None,\The Black Room\C.O.R_,,,Phlegm Man,2,Phlegm Man,Sketch,C.O.R_,57,Rivers Cuomo,89,,ef87da3e398b470da5a748d49abb3e5a,093 Phlegm Man
Real Life Friend - v11 LEAD VOC ONLY,EWBAITE,3.33,3,None,\2 stars and below,,,Real Life Friend - v11 LEAD VOC ONLY,2,Real Life Friend,Vocals Only,Demos--Previous Versions,224,,108,,9ae99dbc3a59447580b154eed682fa07,Real Life Friend 11 LEAD VOC ONLY
She Won't Do It 026,The Green Years,3.33,3,None,\The Black Room\C.O.R_,,,She Won't Do It,2,She Won't Do It,Full Song,C.O.R_,61,Rivers Cuomo,62,,9b7b92ab3f5b46e6b82704e4e9c2d5aa,026 She Won't Do It
Simplest Guitar v2,The Green Years,3.33,3,None,\The Maladroit Years\2 stars and below,,,Simplest Guitar - v2,2,,Instrumental,C.O.R_,227,Rivers Cuomo,118,,13775e4c3f074259b73f9ca481a726b7,418b simplest guitar
Spontaneous Clean Jamb,The Green Years,3.33,3,None,\The Maladroit Years\2 stars and below,,,Spontaneous Clean Jamb,2,Running Man,Voice Memo with Guitar,C.O.R_,98,Rivers Cuomo,108,,8a03a90fae7a4e2594611ca71b089c51,378 Spontaneous Clean Jamb
St. George - 2012-10-3 early acoustic sketch 1,EWBAITE,3.33,3,None,\2 stars and below,,,St. George - 2012-10-3 early acoustic sketch 1,2,The Ballad of St. George,Sketch,Work,83,Rivers Cuomo,62,,b513ce21626a4ea6bd13c11ed7823f59,Work 10-3-2012 9h50m19s
Too Good For Me - v2,EWBAITE,3.33,3,None,\2 stars and below,,,Too Good For Me - v2,2,Too Good For Me,Full Song,Demos--Previous Versions,84,,89,2,18d2e9f9ec5b4a8abf1b240f560e0c3a,Too Good For Me 2
401,The Green Years,3.33,3,,\The Maladroit Years\2 stars and below,,,,,,,C.O.R_,55,Rivers Cuomo,74,,d20fcd8ee5f9483cb04c9784fcc46319,401
soccer spiel tough pop,The Red-Raditude-Hurley Years,3.33,3,,,,,,,,,The Red-Raditude-Hurley Years,108,,65,,46bfc7414bcd46b6a6cc2dcbe8c8bc84,soccer spiel tough pop
tense desperate piano 1,EWBAITE,3.33,3,None,\2 stars and below,,,,1,Let's Go To The 33rd Dimension,Sketch,voice notes,18,Rivers Cuomo,62,,492773da71ac4d3a80e56da505d3fd6a,tense desperate piano 1
accidents_2018_3_6_15_43_6,The Pacific Daydream Black Years,3.33,3,,\The Black Album,,,,2,,Sketch,Work,886,,80,,30fd326f44054254b4739f68840dcc91,accidents_2018_3_6_15_43_6
Almost Beautiful 19 bass and dbl chorus @130 +2,The Pacific Daydream Black Years,3.33,3,,\The Black Album,,,,3,,Partial Song,Demos--Previous Versions,134,,65,19,ad27d330d18243be865df78b676f185f,Almost Beautiful 19 bass and dbl chorus @130 +2
Stop Comparing Me To Him 4 Piano chorus first @78 -3 BF 11,The Pacific Daydream Black Years,3.33,3,,\The Black Album,,,,2,,Sketch,Demos--Previous Versions,82,,78,4,70dbd56af1324dedb40e16e43ef56840,Stop Comparing Me To Him 4 Piano chorus first @78 -3 BF 11
Work 11-27-2013 15h11m11s 2,EWBAITE,3.33,3,None,\Work,,Duplicate,,,,,Work,78,,118,,4682087ee8704b70ba018ac3ef8cd857,Work 11-27-2013 15h11m11s 2
Beethoven Sonata No. 15 in D Major-27,Piano,3.32,50,,,,,,,,,Piano,4081,,95,,9dd9aa077f344f868152e2672bce13e6,Beethoven Sonata No. 15 in D Major-27
Hulk 3 my buddy verse melody @ 120,The Pacific Daydream Black Years,3.32,22,,,,,,3,,Sketch,The Pacific Daydream Years,128,,120,3,cf960fe851d442cea76f832d1c74c648,Hulk 3 my buddy verse melody @ 120
02 Push Me Back,Pre-Weezer,3.32,11,None,\1990-12 Stuff to Fix Later,,,,2.5,Push Me Back,Full Song,1990-12 Stuff to Fix Later,78,Rivers Cuomo,62,,eb169b56a85b4bc495d5c7d394dc9013,02 Push Me Back
77 disco queen chorus,The Green Years,3.31,8,None,\The Black Room\1998-05 Riverss Sketch Tape,,,77 Disco Queen Chorus,2.5,Disco Queen,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,82,,68,,b42f716f8acf4b5f8f7882a6fa16963a,77 disco queen chorus
I'll Love You Every Day 9 verses,The White Years,3.31,8,None,,,,I'll Love You Every Day - v9 verses sketch,2.5,I'll Love You Every Day,Sketch,The White Years,113,Rivers Cuomo,68,9,b670eb7bdab14f74b0db0c0735468b65,I'll Love You Every Day 9 verses
guiding light techno_2015_1_28_13_,The White Years,3.31,8,None,\Rivers Cuomo,,,,1.5,Guiding Light,Sketch,Rivers Cuomo,337,Rivers Cuomo,65,,714f5e577abe4aa2bb25d730dc04933c,guiding light techno_2015_1_28_13_
Don't Show Us Your Boobies,EWBAITE,3.3,20,None,\2 stars and below,,,Don't Show Us Your Boobies,2,Don't Show Us Your Body,Full Song,Demos--Previous Versions,131,,65,,35eac7790f1b43fd877e8da33cc199f1,Don't Show Us Your Boobies
"Beethoven Sonata No. 12 in A-flat Major, 1. Andante 2022-07-22",Piano,3.3,20,,,,,,,,,Piano,2540,,92,,da19a7f2fe1c4affa2d2817ca8924f63,"Beethoven Sonata No. 12 in A-flat Major, 1. Andante 2022-07-22"
I Can't Find The Words 4,The White Years,3.3,10,None,,,,I Can't Find The Words - v4,2,I Can't Find The Words,Sketch,The White Years,37,Rivers Cuomo,113,4,4522fcba43ff4770847a5682d107c080,I Can't Find The Words 4
Sing My Blues Away - v12,EWBAITE,3.3,5,None,\Demos--Previous Versions,,,Sing My Blues Away - v12,3.5,Sing My Blues Away,Full Song,Demos--Previous Versions,220,,108,12,0834393e31f543e5af98a5005c775357,Sing My Blues Away 12
Booby Trap,The Green Years,3.3,5,None,\The Maladroit Years\2 stars and below,,,Booby Trap,2.5,Booby Trap,Full Song,C.O.R_,163,Rivers Cuomo,100,,9f22a468119b4f8f9d370267f238998c,373 Booby Trap
The Best of Me - v5,EWBAITE,3.3,5,None,\Demos--Previous Versions,,,The Best of Me - v5,3.5,The Best of Me,Full Song,Demos--Previous Versions,222,,72,5,efe1d70c1a4148f2bdd805b134ca12b1,The Best of Me 5
The Life I Never Lived - 2005-06-25 demo b,The Red-Raditude-Hurley Years,3.3,5,None,\Unknown Album,Lonely Man,,The Life I Never Lived - 2005-06-25 demo b,2.5,The Life I Never Lived,Full Song,Unknown Album,94,,65,,c6bb7df4cfbd4326ba223cbb468963aa,2005-06-25TheLifeINeverLivedb
Why Am I Getting So Upset 3,EWBAITE,3.3,5,None,\Demos--Previous Versions,,,Why Am I Getting So Upset - v3,2.5,Why Am I Getting So Upset,Full Song,Demos--Previous Versions,199,,72,,b04849f0085f48a2be2909b3a3b5149c,Why Am I Getting So Upset 3
Everybody Needs A Place To Rest,The Green Years,3.3,5,None,\The Black Room\C.O.R_,Hash Pipe,TKX,Everybody Needs A Place To Rest - TKX 55,1.5,Everybody Needs A Place To Rest,Voice Memo With Guitar,C.O.R_,117,Rivers Cuomo,65,,33739c3ef98e4eb3a0e003a35edf44cd,TKX-55 Everybody Needs A Place to Re
I V VII IV wistful piano,EWBAITE,3.3,5,None,\2 stars and below,,,,1.5,,Sketch,voice notes,28,Rivers Cuomo,87,,bb9c999f5b7f49588d1d228ce625b856,I V VII IV wistful piano
major melody bells 2012-08-03_10-24,EWBAITE,3.3,5,None,\2 stars and below,,,,1.5,,Sketch,EWBAITE,648,,104,,5e09ff64f6a84ea69b54d50c166b4495,major melody bells 2012-08-03_10-24
Poignant Piano Melody,EWBAITE,3.3,5,None,\2 stars and below,Gravity Will Bring You Down,,Poignant Piano Melody,1.5,Gravity Will Bring You Down,Sketch,voice notes,34,Rivers Cuomo,118,,89240ad263724386bf4dfb60cb4cc2f8,poignant piano melody
Broken Man 1 @ 92,The Pacific Daydream Black Years,3.29,14,,,,,,2,,Sketch,The Pacific Daydream Years,96,,62,1,7616fb97216545dd81508843e87f23c9,Broken Man 1 @ 92
Start-Up 2,The White Years,3.29,7,None,\Rivers Cuomo,,,,3,,Sketch,Rivers Cuomo,68,Rivers Cuomo,65,,147c1c421dee412b9af30846378d4918,Start-Up 2
02 Living In The Bush,Pre-Weezer,3.29,7,,\1990-1992 Yeastmaster Part 1,,,Living In The Bush,2,Living in the Bush,,1990-1992 Yeastmaster Part 1,96,Rivers Cuomo,113,,d01ea61d7d58437e93920ca6d6c80b6f,02 Living In The Bush
Nice Rolling Piano Riff,EWBAITE,3.29,7,None,\2 stars and below,,,Nice Rolling Piano Riff,1,,Sketch,voice notes,22,Rivers Cuomo,60,,655119032f8c487c9ab53c4f98c7c5cd,nice rolling piano riff
syncopated clean techno,EWBAITE,3.29,7,None,\2 stars and below,,,,1,,Sketch,Unknown Album,60,Rivers Cuomo,113,,cb00502c4efd4962b46b0f4b7fbd3557,syncopated clean techno
2017-02-07Untitled5,The Pacific Daydream Black Years,3.21,19,,\Work,,,,2,Feels Like Summer,Sketch,Work,42,Rivers Cuomo,87,,ae777079404a4429a5bcdb0b00b962a8,2017-02-07Untitled5
Make Some Noise For That 3 --1 6 3 b6 5 piano @64,The Pacific Daydream Black Years,3.28,16,,,,,,2.5,,Sketch,The Pacific Daydream Years,65,,64,3,744a2952ec8d4f7fbd0c873e80fb652c,Make Some Noise For That 3 --1 6 3 b6 5 piano @64
What's Up With Me - pro sketch,EWBAITE,3.27,13,None,\Unknown Album,,,What's Up With Me - pro sketch,1.5,What's Up With Me,Sketch,Unknown Album,98,Rivers Cuomo,89,,87ac4c68ea834c9d9db96d0420ab73b9,What's Up With Me
A Little Help Here 2 @112,The Pacific Daydream Black Years,3.26,19,,,,,,2,,Sketch,The Pacific Daydream Years,38,,112,2,19d7c92b67a041fab31fa3825cbd7961,A Little Help Here 2 @112
07 Numerous Druids (The Barnaby Jone,Pre-Weezer,3.25,14,None,\1990-1992 Yeastmaster Part 2,,,Numerous Druids (The Barnaby Jone,3.5,,Full Song,1990-1992 Yeastmaster Part 2,199,Rivers Cuomo,72,,ccfd8253bb324a37be8eead81f83cdc5,07 Numerous Druids (The Barnaby Jone
Untitled2_2016_3_13_20_40_48,The Pacific Daydream Black Years,3.25,14,,\2 stars and below,,,We're All Bisexual Voice Memo,1.5,We're All Bisexual,Voice Memo,Work,129,Rivers Cuomo,104,,e6da88589b8b4376a390549a7bc8dab7,Untitled2_2016_3_13_20_40_48
Friday Feeling 1 voice AI @99,The Pacific Daydream Black Years,3.25,12,,,Medicine for Melancholy,,,3,Medicine for Melancholy,Partial Song,The Pacific Daydream Years,116,,99,1,a8c44279f6434f1e8cdeb8463fe0c484,Friday Feeling 1 voice AI @99
You're The One That Turns Me On - 2003 Demos,The Make Believe Years,3.25,12,None,\2003 Demos-- Weezer Office,,,You're The One That Turns Me On - 2003 Demos,2,You're The One That Turns Me On,Sketch,2003 Demos-- Weezer Office,52,Rivers Cuomo,118,,4e077ab927934a0bbddc3069e4fdf210,02 You're The One That Turns Me On
Where Do All The Kids Hang Out 2 @85,The Pacific Daydream Black Years,3.25,12,,,,,,2,,Sketch,The Pacific Daydream Years,53,,85,2,3571354cad1c4ac3974a6af1be8bafa4,Where Do All The Kids Hang Out 2 @85
Jetlag,The White Years,3.25,10,None,\Rivers Cuomo,,,,2.5,,Sketch,Rivers Cuomo,24,Rivers Cuomo,108,,5e915d846d8d4ccd8d04df7c7db97d27,Jetlag
So Far So Good 2 @89.mp3,The Pacific Daydream Black Years,3.25,8,,,,,,3,,Full Song,The Pacific Daydream Years,113,,89,2,df2cea9c10f34986804000661b05ccc5,So Far So Good 2 @89.mp3
193 Everybody Go Away,The Green Years,3.25,8,None,\Ideas--Used,,,Everybody Go Away,2,Everybody Go Away,Sketch,Ideas--Used,34,Rivers Cuomo,65,,a4919cd5b986426483ddf38a203d0b6c,193 Everybody Go Away
peppermint 7 @160,The White Years,3.25,8,None,\Rivers Cuomo,,,,2,Peppermint,Sketch,Rivers Cuomo,30,Rivers Cuomo,80,7,05f8a817b4464712a45636f4db9d8762,peppermint 7 @160
424 aku,The Green Years,3.25,6,None,\The Maladroit Years\2 stars and below,"I See You, Feel You",,Lover Lover - original COR sketch,2.5,Lover Lover,Sketch,C.O.R_,87,Rivers Cuomo,62,,2ed1791676a3476a910b0e67bd3d3b9c,424 aku
Hippies - v6,EWBAITE,3.25,6,None,\Demos--Previous Versions,Ballad of St. George (verse melody),,Hippies - v6,2.5,Hippies,Full Song,Demos--Previous Versions,190,,68,6,452556ce13604ee08ac7f118ffa50dd9,Hippies 6
Why Won't You Love Me - v10 verse,The White Years,3.25,6,,\Rivers Cuomo,,,Why Won't You Love Me - v10 verse,2.5,Why Won't You Love Me,Sketch,Rivers Cuomo,114,Rivers Cuomo,120,,06f97ee763114658a1eb007e3d45ff90,why_won't_you_love_10_verse
28 here comes that old feeling vers_,The Green Years,3.25,6,None,\The Black Room\1998-05 Riverss Sketch Tape,,,,1.5,Here Comes That Old Feeling,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,51,,100,,31f744ca52f64cd2a033d6df99c2700b,28 here comes that old feeling vers_
60s_stylish_137,The Pacific Daydream Black Years,3.25,6,,\The Black Album,,,,1.5,,Sketch,Work,93,,111,,41731eaea18a45b6bae8e45bb3ccff5a,60s_stylish_137
Don't Show Us Your Body - v4,EWBAITE,3.25,4,None,\Demos--Previous Versions,,,Don't Show Us Your Body - v4,3,Don't Show Us Your Body,Full Song,Demos--Previous Versions,133,,65,,c807a3c427574e7892034a7082de32a8,Don't Show Us Your Body 4
04 Don't Lead Me On,The Green Years,3.25,4,None,\The Black Room\1998-06 Rivers's Sketch Tape,,,04 Don't Lead Me On,2,Don't Lead Me On,Voice Memo With Guitar,1998-06 Rivers's Sketch Tape,28,,118,,9033f696c8464b4487b810d8744f89b8,04 don't lead me on
