title,bundle,fanRating
Ideas 3-28-2013 17h12m23s,EWBAITE,1.8
Rob_feeling_2015_1_19_11_27_33,The White Years,1.8
Untitled1 7,The White Years,1.8
Untitled1 8,The White Years,1.8
Untitled10,The White Years,1.8
Untitled2 4,The White Years,1.8
02 02,Pre-Weezer,1.79
@116_2015_2_16_12_49_50,The White Years,1.75
@77I_want_down_time_2015_2_23_17_23_,The White Years,1.75
13 Happy Trails,Pre-Weezer,1.75
15 Crunchy Fun,Pre-Weezer,1.75
2017-02-07Untitled3,The Pacific Daydream Black Years,1.75
dictadroid1_2014_11_12_6_24_40,The White Years,1.75
025 A BG-G,The Green Years,1.75
1998 Riff 5 (Heavy Metal),The Green Years,1.75
toby gad idea 4,The Red-Raditude-Hurley Years,1.75
toby gad idea 7,The Red-Raditude-Hurley Years,1.75
Untitled7 1,The White Years,1.75
24 nice sad melody,The Green Years,1.75
beats 9-11-2011 16h3m11s,EWBAITE,1.75
dictadroid3_2015_2_14_14_31_6 (1),The White Years,1.75
dictadroid6_2014_11_17_12_27_36,The White Years,1.75
dictadroid9_2015_2_10_14_42_10,The White Years,1.75
Ideas 1-27-2013 21h41m26s,EWBAITE,1.75
Ideas 10-18-2013 12h55m12s,EWBAITE,1.75
Ideas 11-9-2013 18h59m3s,EWBAITE,1.75
Ideas 12-4-2013 17h13m38s,EWBAITE,1.75
Ideas 6-28-2013 13h36m27s,EWBAITE,1.75
ideas 9-9-2012 9h29m25s,EWBAITE,1.75
song_in_f._from_330_2014_12_31_17_42,The White Years,1.75
Untitled10-1,The White Years,1.75
Untitled2 1,The White Years,1.75
Untitled2 5,The White Years,1.75
what am i gonna do,The Red-Raditude-Hurley Years,1.75
07 What Would Life Be For,The Green Years,1.75
119 Lugubrious Melody,The Green Years,1.75
21 One More Time Around Dist Strum,The Green Years,1.75
44 Can You Tell Yourself a Lie,The Green Years,1.75
47 Is This Country Mine,The Green Years,1.75
90 Getting Back Together,The Green Years,1.75
Aku - G minor over A 2012-6-6,EWBAITE,1.75
Baby,The Green Years,1.75
be my steady (be my steady),The Green Years,1.75
C'mon Bitch - 1998-08 SKECH TAYP (A),The Green Years,1.75
C'mon Bitch - C.O.R.,The Green Years,1.75
dictadroid3_2014_9_5_17_49_31,EWBAITE,1.75
I Really Did It - v2,The Green Years,1.75
I Really Did It - v2,The Green Years,1.75
i remember the day we used to sing along,The Green Years,1.75
I'm Not Your Friend Anymore,The Green Years,1.75
It's A No-No - v2,The Green Years,1.75
Let Me Go,The Green Years,1.75
Little Girls Don't Like,The Green Years,1.75
Mike E Coda,EWBAITE,1.75
Piano I With A 6 In It_ Great Soarin,EWBAITE,1.75
Second Best Hugger in the World - 2013-2-14 sketch 1,EWBAITE,1.75
That's Right,The Green Years,1.75
Unknown Song C - 2012-11-5 1,EWBAITE,1.75
Unknown Song C - 2012-11-5 2,EWBAITE,1.75
Unknown Song C - 2012-11-5 3,EWBAITE,1.75
Unknown Song D - 2012-11-26 piano,EWBAITE,1.75
Wagamama - 2013-2-19-13 sketch 3,EWBAITE,1.75
Work 2-28-2013 11h19m34s,EWBAITE,1.75
work 3-13-2013 1h0m52s,EWBAITE,1.75
work 3-13-2013 1h23m57s,EWBAITE,1.75
Work 3-26-2013 4h25m48s,EWBAITE,1.75
Work 7-20-2012 9h32m41s,EWBAITE,1.75
Working Man - 2013-3-24-13 acoustic sketch 2,EWBAITE,1.75
Working Man - 2013-3-25-13 acoustic sketch 2,EWBAITE,1.75
01 Peter No No No No No - Samples an,Pre-Weezer,1.72
01 Peter No No No No No - Samples an,Pre-Weezer,1.72
09 Delis Pegata-Third Wall-Keek,Pre-Weezer,1.71
@116_a20_2015_2_24_14_31_25,The White Years,1.7
dictadroid1_2014_12_17_10_54_5,The White Years,1.7
Ideas 12-4-2013 17h10m47s,EWBAITE,1.7
It Feels Like Summer 2 @160,The White Years,1.7
Untitled5 1,The White Years,1.7
Untitled7,The White Years,1.7
01 Hit The Jungle,Pre-Weezer,1.67
02 Chocolate Puppies - take 1,Pre-Weezer,1.67
03 Chocolate Puppies - take 2,Pre-Weezer,1.67
07 and i'm playing piano for you dad,Pre-Weezer,1.67
Ideas 10-3-2013 16h41m38s 2,EWBAITE,1.67
Work 10-26-2012 15h19m5s,EWBAITE,1.67
Been Down To Jesus,The Green Years,1.67
hot in this organ,The Red-Raditude-Hurley Years,1.67
Work 10-15-2013 16h33m20s,EWBAITE,1.67
01 Oasis Prechorus or Chorus,The Green Years,1.67
75 Disco Queen,The Green Years,1.67
Back to the Shack - 2013-12-4 sketch 2,EWBAITE,1.67
Back to the Shack - 2013-12-4 sketch 4,EWBAITE,1.67
chunky riff,The Red-Raditude-Hurley Years,1.67
dictadroid4_2014_9_15_12_6_45,EWBAITE,1.67
I Can't Stop I'm 0 For The Day - 2,The Green Years,1.67
I Did A Bad Thing,The Green Years,1.67
Ideas 10-3-2013 13h28m5s,EWBAITE,1.67
Ideas 10-3-2013 15h35m14s 2,EWBAITE,1.67
Ideas 10-3-2013 15h36m49s,EWBAITE,1.67
Ideas 10-3-2013 15h36m49s 2,EWBAITE,1.67
Ideas 11-8-2013 12h50m57s,EWBAITE,1.67
Ideas 4-8-2013 9h25m14s,EWBAITE,1.67
It's A No-No,The Green Years,1.67
manic synth groove in Db (conflict a,The Red-Raditude-Hurley Years,1.67
Second Best Hugger in the World - 2013-2-14 sketch 2,EWBAITE,1.67
sick ascending chords aku,EWBAITE,1.67
Start Up - 2012-11-16 brief acoustic clip 2,EWBAITE,1.67
Untitled1,The White Years,1.67
Untitled1,The White Years,1.67
Untitled3,The White Years,1.67
Untitled5,The White Years,1.67
Work 1-19-2013 0h15m22s,EWBAITE,1.67
Work 3-26-2013 4h21m1s,EWBAITE,1.67
work 3-5-2013 14h35m35s,EWBAITE,1.67
Work 5-24-2013 12h22m39s,EWBAITE,1.67
Work 7-16-2013 17h4m49s,EWBAITE,1.67
Piece of Cake 15 vocals @84 +2 20 bars,The Pacific Daydream Black Years,1.67
piece_2018_12_4_14_23_18,The Pacific Daydream Black Years,1.67
09 I Can't Sing The Blues,Pre-Weezer,1.64
14 I'm gonna sing a little pentatoni,Pre-Weezer,1.64
08 Brekdown,Pre-Weezer,1.62
2017-01-13 Untitled1,The Pacific Daydream Black Years,1.62
13 My mommy said children ought to g,Pre-Weezer,1.62
16 Drugs_ I'm an animal man,Pre-Weezer,1.62
1998 Riff 1 (Heavy Metal),The Green Years,1.62
1998 Riff 2 (Heavy Metal),The Green Years,1.62
22 The 4th Of July,Pre-Weezer,1.62
61 It's all because of you,The Green Years,1.62
68 minor dissonant interesting dark,The Green Years,1.62
Ideas 11-6-2013 20h26m33s,EWBAITE,1.62
Jet Lag,EWBAITE,1.62
Take Me Away,The Red-Raditude-Hurley Years,1.62
toby gad idea,The Red-Raditude-Hurley Years,1.62
05 Interview With The Rockstar,Pre-Weezer,1.6
@138_2015_2_14_16_2_10,The White Years,1.6
101 the way i wonder why,The Green Years,1.6
16 poor boy develp,The Green Years,1.6
"17 Friends Romans, and Countrymens_",Pre-Weezer,1.6
beat 1,The Red-Raditude-Hurley Years,1.6
dictadroid1_2015_2_27_15_23_36,The White Years,1.6
Untitled11-1,The White Years,1.6
Untitled6 1,The White Years,1.6
VN 00088,The Red-Raditude-Hurley Years,1.6
Work 10-28-2013 13h50m5s,EWBAITE,1.6
@210_2015_3_27_15_45_18,The White Years,1.58
2017-01-31Untitled2,The Pacific Daydream Black Years,1.58
Untitled7-1 do you wanna get high,The White Years,1.58
03 What do you do when you know what,Pre-Weezer,1.57
01 Intro,Pre-Weezer,1.56
05 dissonant riff w harmonic,The Green Years,1.5
09 One more time for the children ar,Pre-Weezer,1.5
I'm a Pretender 2 @165,The White Years,1.5
04 I'm basket for your name_ i'm fee,Pre-Weezer,1.5
07 b string up to a c_ riff,The Green Years,1.5
10 it's not fair,The Green Years,1.5
18 PE Rap,Pre-Weezer,1.5
bullshit techno,EWBAITE,1.5
Untitled4_2014_1_18_14_29_29,The White Years,1.5
Untitled8,The White Years,1.5
VN 00082 2,The Red-Raditude-Hurley Years,1.5
VN 00085 2,The Red-Raditude-Hurley Years,1.5
11 silvertone blues riff,The Green Years,1.5
13 heavy major riff strummized,The Green Years,1.5
13 The Allman Drummers,Pre-Weezer,1.5
19 sicky riff,The Green Years,1.5
dictadroid10_2015_2_10_14_48_41,The White Years,1.5
11 what you got in your little littl,Pre-Weezer,1.5
bullshit techno 2,EWBAITE,1.5
09 all the answers,The Green Years,1.5
24 I think maybe i'm starting to run,Pre-Weezer,1.5
26 over and over,The Green Years,1.5
60 punky riff,The Green Years,1.5
62 weird riff,The Green Years,1.5
78 strum,The Green Years,1.5
beat 3,The Red-Raditude-Hurley Years,1.5
cool chord changes,EWBAITE,1.5
dictadroid2_2014_10_27_17_3_12,The White Years,1.5
dictadroid2_2017_8_29_8_23_59,The Pacific Daydream Black Years,1.5
dictadroid3_2015_2_14_14_31_6,The White Years,1.5
ecwcrk 9-20-2012 12h38m38s,EWBAITE,1.5
Heavy Piano Riff I 1,The Red-Raditude-Hurley Years,1.5
I V IV cut up @147,The Red-Raditude-Hurley Years,1.5
Ideas 10-3-2013 15h28m39s,EWBAITE,1.5
Ideas 12-12-2012 18h8m51s,EWBAITE,1.5
Ideas 12-4-2013 11h10m4s,EWBAITE,1.5
Ideas 7-1-2013 13h21m6s,EWBAITE,1.5
Ideas 7-15-2013 16h16m24s,EWBAITE,1.5
odd bluesy driving riff,The Red-Raditude-Hurley Years,1.5
Start Up - 2012-11-16 brief acoustic clip 1,EWBAITE,1.5
Untitled16,The White Years,1.5
Work 3-23-2013 5h50m51s,EWBAITE,1.5
58 heavy melodic chunk,The Green Years,1.5
C'mon Bitch - 1998-08 SKECH TAYP (A),The Green Years,1.5
Ideas 3-1-2013 12h26m7s,EWBAITE,1.5
If You Want Me Tell Me So - 2012-01-31,EWBAITE,1.5
Untitled3,The White Years,1.5
work 2-21-2013 14h38m38s,EWBAITE,1.5
work 3-12-2013 18h37m55s,EWBAITE,1.5
work 3-13-2013 1h18m56s,EWBAITE,1.5
04 Oasis Chorus IV I,The Green Years,1.5
68 I Just Wanna Be Your Friend,The Green Years,1.5
69 Dist Folk Strum,The Green Years,1.5
All She Wants Is Money,The Green Years,1.5
Bang You,The Green Years,1.5
Boogie All Night,The Green Years,1.5
commitment 1,EWBAITE,1.5
crazy pulloff riff Ideas 1-27-2013,EWBAITE,1.5
dictadroid2_2014_9_4_8_12_52,EWBAITE,1.5
dictadroid3_2014_9_28_6_32_11,EWBAITE,1.5
Down on My Knee,The Green Years,1.5
Gaiser Riff C15 Brit Hi-Gain W_Ph,EWBAITE,1.5
Good News Channel - 2013-2-21 sketch 1,EWBAITE,1.5
Good News Channel - 2013-2-21 sketch 2,EWBAITE,1.5
Hideaway - 2013-6-5 sketch 2,EWBAITE,1.5
Hideaway - 2013-6-5 sketch 4,EWBAITE,1.5
ideas 11-7-2011 12h20m54s,EWBAITE,1.5
ideas 2-21-2013 11h34m49s,EWBAITE,1.5
ideas 9-15-2012 9h43m50s,EWBAITE,1.5
It Used To Be Mine,The Green Years,1.5
Little Girls,The Green Years,1.5
My Place - 2013-10-28 acoustic sketch 1,EWBAITE,1.5
My Place - 2013-10-28 acoustic sketch 2,EWBAITE,1.5
Odd Interesting Riff-Melody,The Green Years,1.5
Piano A4,EWBAITE,1.5
Piano I Pedal A4,EWBAITE,1.5
Second Best Hugger in the World - 2013-2-14 sketch 3,EWBAITE,1.5
Smaller Than Life - 2013-2-14 sketch 5,EWBAITE,1.5
syncopated clean riff,EWBAITE,1.5
Unknown Song B - 2012-11-11-12,EWBAITE,1.5
Unknown Song G - 2012-7-19 sketch 1,EWBAITE,1.5
Untitled3 2 father father,EWBAITE,1.5
What Would Buddha Do - 2013-10-19-13 acoustic sketch,EWBAITE,1.5
Work 12-5-2013 14h4m20s,EWBAITE,1.5
work 2-21-2013 11h43m51s,EWBAITE,1.5
Work 2-24-2013 9h57m39s,EWBAITE,1.5
work 3-12-2013 18h44m40s,EWBAITE,1.5
Work 3-23-2013 23h47m13s,EWBAITE,1.5
Work 3-23-2013 5h31m37s,EWBAITE,1.5
Work 3-23-2013 5h46m16s,EWBAITE,1.5
Work 6-19-2013 12h51m47s,EWBAITE,1.5
Work 6-25-2012 10h53m15s,EWBAITE,1.5
Work 6-27-2013 16h17m40s,EWBAITE,1.5
Working Man - 2013-3-26-13 pro sketch,EWBAITE,1.5
You Got More,The Green Years,1.5
05 Home On The Lange,Pre-Weezer,1.44
@190_2015_2_14_13_51_42,The White Years,1.4
11 11 11 11 A11,The Green Years,1.4
15 Little Children that's not in my,Pre-Weezer,1.4
17 English-sonia and takashi,Pre-Weezer,1.4
19 I'm gonna sing a song_ bridge in,Pre-Weezer,1.4
Back to the Shack - 2013-12-4 sketch 3,EWBAITE,1.4
dictadroid5_2015_1_1_23_16_29,The White Years,1.4
dictadroid7_2014_9_23_10_47_30,EWBAITE,1.4
fast maj min,The Red-Raditude-Hurley Years,1.4
Ideas 10-3-2013 15h35m14s,EWBAITE,1.4
Ideas 10-3-2013 15h38m7s,EWBAITE,1.4
Ideas 6-11-2013 10h1m39s,EWBAITE,1.4
57 I IV,The Green Years,1.38
catchy melody dictadroid1_2014_8_23_13_47_51,EWBAITE,1.38
Ideas 10-16-2013 11h10m36s,EWBAITE,1.38
Work 7-19-2012 12h19m44s,EWBAITE,1.38
03 The Weird Gate,Pre-Weezer,1.36
04 Who's The Bitch,Pre-Weezer,1.36
10 Third Wall,Pre-Weezer,1.36
09 09 09 09 A09,The Green Years,1.33
beat 2,The Red-Raditude-Hurley Years,1.33
Work 10-29-2013 15h57m16s,EWBAITE,1.33
21 We came to Hollywood_,Pre-Weezer,1.33
big country style beats 2,EWBAITE,1.33
C'Mon Bitch (Verse),The Green Years,1.33
El Presidente - 2012-8-23 sketch 3,Patrick & Rivers,1.33
Farty Party,Pre-Weezer,1.33
Ideas 1-3-2013 14h46m27s,EWBAITE,1.33
Ideas 10-3-2013 13h23m50s,EWBAITE,1.33
Ideas 10-3-2013 15h28m39s 2,EWBAITE,1.33
Ideas 10-3-2013 15h40m31s,EWBAITE,1.33
Ideas 10-3-2013 15h40m31s 3,EWBAITE,1.33
Ideas 10-3-2013 16h41m38s,EWBAITE,1.33
Ideas 11-8-2013 12h34m41s,EWBAITE,1.33
Kick Ass Minor C115,EWBAITE,1.33
Nadeshiko - 2013-1-3 Brief Vocal Note,EWBAITE,1.33
Unknown Song E - 2012-11-29 piano sketch 3,EWBAITE,1.33
Untitled1,The White Years,1.33
Untitled2,The White Years,1.33
Untitled5,The White Years,1.33
Work 10-25-2013 12h47m38s,EWBAITE,1.33
Work 12-2-2013 14h15m45s,EWBAITE,1.33
Work 12-5-2013 9h42m35s,EWBAITE,1.33
work 3-13-2013 1h16m8s,EWBAITE,1.33
Work 3-26-2013 4h19m11s,EWBAITE,1.33
Work 5-29-2013 13h4m37s,EWBAITE,1.33
Work 7-20-2012 9h34m45s,EWBAITE,1.33
Working Man - 2013-3-25-13 acoustic sketch 1,EWBAITE,1.33
Running Red Lights 10 bgv1 @98 +2,The Pacific Daydream Black Years,1.33
Running Red Lights 10 bgv3 @98 +2,The Pacific Daydream Black Years,1.33
12 I think everybody should eat lots,Pre-Weezer,1.3
10 Scat,Pre-Weezer,1.25
15 Happy Trails,Pre-Weezer,1.25
23 You can't hold me back!,Pre-Weezer,1.25
I IV happy fast clean strum,EWBAITE,1.25
I V piano 1,The Red-Raditude-Hurley Years,1.25
Ideas 1-22-2013 14h39m42s,EWBAITE,1.25
Ideas 10-3-2013 15h38m56s,EWBAITE,1.25
Ideas 10-3-2013 15h40m31s 1,EWBAITE,1.25
Ideas 11-23-2013 16h15m14s,EWBAITE,1.25
TKX-(between 69-70) Little Girls Don,The Green Years,1.25
Untitled16,The White Years,1.25
Untitled2,The White Years,1.25
Untitled4 5,The White Years,1.25
Untitled5 3,The White Years,1.25
Untitled6 4,The White Years,1.25
Work 10-25-2013 12h47m19s,EWBAITE,1.25
Running Red Lights 10 bgv2 @98 +2,The Pacific Daydream Black Years,1.25
128 Peas in the Basement,The Green Years,1.25
"Butter me, I'm Gonna Butter You Too",The Green Years,1.25
I'm Such A Little Bitch - v1,The Green Years,1.25
I'm Such A Little Bitch - v2,The Green Years,1.25
Live On The Edge,The Green Years,1.25
Unknown Song D - 2012-11-26 vocal sketch 1,EWBAITE,1.25
Untitled1,The Pacific Daydream Black Years,1.25
Your Love is Like a Criminal,The Green Years,1.25
beat,The White Years,1.2
VN 00089,The Red-Raditude-Hurley Years,1.2
@115 Untitled5-1,The White Years,1.17
06 pickup selector riff,The Green Years,1.17
14 The Pppp And The Bppp,Pre-Weezer,1.17
17 Happy Trails,Pre-Weezer,1.17
19 happy trails,Pre-Weezer,1.17
celebratory,EWBAITE,1.17
TKX-(Between 76-77)- Toe the Line an,The Green Years,1.12
12 12 12 12 A12,The Green Years,1
02 To Get By,Pre-Weezer,1
Ideas 10-18-2013 12h54m52s,EWBAITE,1
Ideas 10-3-2013 15h20m3s,EWBAITE,1
Work 5-29-2013 16h59m36s,EWBAITE,1
"54 yeah, yeah, yeah",The Green Years,1
Ideas 10-3-2013 13h31m57s,EWBAITE,1
Ideas 2-16-2013 10h23m25s,EWBAITE,1
Ideas 2-17-2013 11h27m2s,EWBAITE,1
Ideas 3-26-2013 20h30m1s,EWBAITE,1
Ideas 3-28-2013 17h14m50s,EWBAITE,1
Ideas 3-28-2013 17h16m4s,EWBAITE,1
Ideas 6-28-2013 14h26m36s,EWBAITE,1
Ideas 7-1-2013 13h21m37s,EWBAITE,1
Ideas 7-1-2013 21h12m11s,EWBAITE,1
Untitled2,The White Years,1
VN 00087,The Red-Raditude-Hurley Years,1
Work 10-15-2013 10h33m59s,EWBAITE,1
Work 2-17-2013 11h26m47s,EWBAITE,1
Work 2-28-2013 11h51m52s,EWBAITE,1
Work 5-24-2013 12h35m24s,EWBAITE,1
Work 5-30-2013 16h53m3s,EWBAITE,1
mic problem,The Pacific Daydream Black Years,1
15 I Want it Back,The Green Years,1
Can You Do This,The Green Years,1
Fast Mouth Groove,EWBAITE,1
"I Did It, I Did It",The Green Years,1
I Wanna Go Down,The Green Years,1
I'm Just Being Honest - 2012-12-14 early piano sketch 1,EWBAITE,1
Ideas 7-15-2013 16h20m21s,EWBAITE,1
Jesus Is Dead,The Green Years,1
Unknown Song B - 2012-11-10-12,EWBAITE,1
Unknown Song G - 2012-7-19 sketch 2,EWBAITE,1
Untitled1,The Pacific Daydream Black Years,1
Untitled1_2013_12_23_10_30_10,EWBAITE,1
Untitled3_2014_1_10_8_48_43,EWBAITE,1
Untitled6,The Pacific Daydream Black Years,1
Whatever Dude,The Green Years,1
Work 12-11-2012 11h30m46s,EWBAITE,1
work 2-21-2013 12h30m53s,EWBAITE,1
Work 2-24-2013 11h56m43s,EWBAITE,1
Work 3-23-2013 5h38m20s,EWBAITE,1
Work 6-17-2013 21h40m24s,EWBAITE,1
Work 7-3-2012 10h51m1s,EWBAITE,1
Hideaway - 2013-6-5 sketch 5,EWBAITE,1
Work 2-27-2013 16h7m15s,EWBAITE,1
Work 9-9-2012 10h21m42s,EWBAITE,1
Work 9-9-2012 10h40m38s,EWBAITE,1
